관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
광한루원 관광안내소,남원시 요천로 1447,전라북도,남원시,,"안전용품,전자기기충전등",연중무휴,09:00,18:00,09:00,17:00,2,N,N,Y,증,063-632-1771,전라북도 남원시 요천로 1447,,전라북도 남원시청,,35.40412922,127.3805045,2020-10-27,6450000,전라북도
벽골제 관광안내소,김제시 벽골제로 442,전라북도,김제시,,"안전용품,전자기기충전등",연중무휴,09:00,18:00,09:00,18:00,2,Y,N,Y,영+중,063-540-4098,전라북도 김제시 부량면 벽골제로 442,,전라북도 김제시청,,35.75462684,126.853104,2020-10-27,6450000,전라북도
모악산 관광안내소,김제시 금산면 모악로 455,전라북도,김제시,,"안전용품,전자기기충전등",연중무휴,09:00,18:00,09:00,18:00,2,Y,Y,N,영+일,063-540-4094,전라북도 김제시 금산면 모악로 455,,전라북도 김제시청,,35.718817,127.0402022,2020-10-27,6450000,전라북도
송광사 관광안내소,완주군 소양면 송광수만로 255-16,전라북도,완주군,,"안전용품,전자기기충전등",연중무휴,10:00,17:00,10:00,17:00,2,N,N,N,,063-548-1330,전라북도 완주군 소양면 송광수만로 255-16,,전라북도 완주군청,,35.88576893,127.2417491,2020-10-27,6450000,전라북도
편백숲관광안내소,완주군 상관면 죽림편백길 196,전라북도,완주군,,"안전용품,전자기기충전등",연중무휴,10:00,17:00,10:00,17:00,2,N,N,N,,063-290-2612,전라북도 완주군 상관면 죽림편백길 196,,전라북도 완주군청,,35.73926223,127.2036401,2020-10-27,6450000,전라북도
완주관광안내센터,완주군 삼례읍 삼계역로 81-9,전라북도,완주군,,"안전용품,전자기기충전등",월,09:00,18:00,09:00,18:00,2,N,N,N,,063-290-3935,전라북도 완주군 삼례읍 삼례역로 81-9,,전라북도 완주군청,,35.906406,127.065562,2020-10-27,6450000,전라북도
마이산 남부 관광안내소,진안군 마령면 마이산남로 182,전라북도,진안군,,안전용품 등,연중무휴,10:00,17:00,10:00,17:00,2,Y,Y,Y,영+일+중,063-430-2651,전라북도 진안군 마령면 마이산남로 182,,전라북도 진안군청,,35.75700997,127.393819,2020-10-27,6450000,전라북도
종합관광안내소,무주군 무주읍 주계로 65,전라북도,무주군,,"안전용품,전자기기충전등",연중무휴,09:00,17:00,09:00,17:00,2,Y,Y,Y,영+일+중,063-320-2570,전라북도 무주군 무주읍 주계로 65,,전라북도 무주군청,,36.00621094,127.6572236975,2020-10-27,6450000,전라북도
만남의광장 관광안내소,무주군 무주로 1739,전라북도,무주군,,"안전용품,전자기기충전등",연중무휴,09:00,17:00,09:00,17:00,2,Y,Y,Y,영+일+중,063-324-2114,전라북도 무주군 무주읍 무주로 1739,,전라북도 무주군청,,35.9752929265,127.6509568,2020-10-27,6450000,전라북도
무주구천동 관광안내소,무주군 설천면 구천동 1로 166,전라북도,무주군,,"안전용품,전자기기충전등",연중무휴,09:00,17:00,09:00,17:00,2,Y,Y,Y,영+일+중,063-322-2905,전라북도 무주군 설천면 구천동1로 166,,전라북도 무주군청,,35.900784,127.776055,2020-10-27,6450000,전라북도
논개사당 관광안내소,장수군 장수읍 논개사당길 41,전라북도,장수군,,안전용품 등,연중무휴,09:00,18:00,09:00,18:00,2,Y,Y,N,영+일,063-351-4837,전라북도 장수군 장수읍 논개사당길 41,,전라북도 장수군청,,35.64378078,127.5228346,2020-10-27,6450000,전라북도
논개생가지 관광안내소,장수군 장계면 의암로 558,전라북도,장수군,,안전용품 등,연중무휴,09:00,18:00,09:00,18:00,2,Y,Y,N,영+일,063-352-2550,전라북도 장수군 장계면 의암로 558,,전라북도 장수군청,,35.67921997,127.6212311,2020-10-27,6450000,전라북도
서천종합관광안내소,금강하굿둑 관광지 내,충청남도,서천군,"서천군 주요 관광지 및 지역축제, 행사를 안내합니다",수유실,"설, 추석 명절 연휴",09:00,18:00,09:00,18:00,1,N,N,N,,041-952-9525,충청남도 서천군 마서면 장산로855번길 2,충청남도 서천군 마서면 도삼리 71-8,충청남도 서천군청,http://www.seocheon.go.kr/tour.do,36.019254,126.7374227,2020-11-30,4580000,충청남도 서천군
김해봉하마을관광안내소,김해시 진영읍 봉하마을 입구,경상남도,김해시,김해시 진영읍 봉하마을의 문화관광해설 및 김해관광 관련 정보를 제공합니다.,휠체어대여+유모차대여+문화관광해설,"신정,설,추석당일",10:00,17:00,10:00,17:00,2,Y,Y,Y,수화(예약필요),055-346-0660,경상남도 김해시 진영읍 봉하로 114,경상남도 김해시 진영읍 본산리 41-4,경상남도 김해시청,tour.gimhae.go.kr,35.313403,128.769828,2020-12-11,5350000,경상남도 김해시
김해가야테마파크안내소,가야테마파크 입구,경상남도,김해시,"주변 관광지(천문대, 신어산, 은하사 등) 안내, 주변 관광지와 가야테마파크를 연계한 문화관광해설 제공, 김해가야테마파크의 입장 가격정보와 시설안내 정보, 셔틀버스 등 교통정보를 비롯한 김해시 종합관광안내를 제공합니다.",휠체어대여 안내+유모차대여 안내,"신정,설,추석당일",10:00,17:00,10:00,17:00,2,Y,Y,Y,수화(예약필요),055-340-7948,경상남도 김해시 가야테마길 161,경상남도 김해시 어방동 986,경상남도 김해시청,tour.gimhae.go.kr,35.251636,128.893748,2020-12-11,5350000,경상남도 김해시
김해종합관광안내소,김해교육청 옆,경상남도,김해시,"김해시의 문화관광해설 예약 서비스를 제공하며, 김해 관광과 문화에 관련된 종합 정보 및 안내를 제공하며, 관광기념품과 지역특산품을 구입할 수 있습니다.",문화관광해설사 예약서비스+수유실+관광기념품 및 지역특산물 판매,"신정,설,추석당일",09:00,18:00,09:00,18:00,2,Y,Y,Y,수화(예약필요),055-338-1330,경상남도 김해시 구지로 95,경상남도 김해시 대성동 463-1,경상남도 김해시청,tour.gimhae.go.kr,35.239221,128.873974,2020-12-11,5350000,경상남도 김해시
김해봉황동유적관광안내소,김해시 봉황동 유적지 주차장 내,경상남도,김해시,"김해시 봉황동 유적지와 수릉원에 대한 문화관광해설사의 해설과 관광안내를 받을 수 있으며, 그 외 주변 관광지와 김해시 관광 종합안내를 제공합니다.",,"신정,설,추석당일",10:00,17:00,10:00,17:00,2,Y,Y,Y,수화(예약필요),000-000-0000,경상남도 김해시 가락로63번길 51,경상남도 김해시 봉황동 333,경상남도 김해시청,tour.gimhae.go.kr,35.230424,128.876503,2020-12-11,5350000,경상남도 김해시
옥천관광안내소,옥천전통문화체험관,충청북도,옥천군,지역 여행 정보 제공 및 옥천전통문화체험관 이용 안내,,매주 월요일,09:00,18:00,09:00,18:00,2,Y, , ,,043-730-3420,충청북도 옥천군 옥천읍 향수길 100,충청북도 옥천군 옥천읍 하계리 1-1,충북 옥천군 문화관광과,https://tradition.oc.go.kr,36.31693109,127.5857731,2020-12-01,4430000,충청북도 옥천군
의정부 종합관광안내소,의정부역 동부광장,경기도,의정부시,의정부시 관광안내 및 정보 제공,,매주 월요일+신정+설추석연휴,10:00,17:00,10:00,17:00,2,N,N,N,,031-848-3513,경기도 의정부시 평화로 527 (의정부동),경기도 의정부시 의정부동 222-35,경기도 의정부시청,,37.73909225,127.0473392,2020-12-11,3820000,경기도 의정부시
산막이옛길 관광안내소,산막이옛길,충청북도,괴산군,괴산군 산막이옛길 관광안내,,"토,일,법정휴일",09:00,18:00,10:00,17:00,2,N,N,N,N,070-4477-2417,,충청북도 괴산군 칠성면 사은리 546-8,충청북도 괴산군청,http://www.goesan.go.kr,36.759582,127.836793,2020-02-27,4460000,충청북도 괴산군
김시민장군 충민사 관광안내소,김시민장군 충민사,충청북도,괴산군,임진왜란때 진주대첩을 승리로 이끈 충무공 김시민장군의 위패를봉안하고 배향하는 사당 관광안내,,"토,일,법정휴일",09:00,18:00,10:00,17:00,1,N,N,N,N,043-830-3734,충청북도 괴산군 괴산읍 충민사길 46,충청북도 괴산군 괴산읍 능촌리 57,충청북도 괴산군청,http://www.goesan.go.kr,36.83655279,127.8476958,2020-02-27,4460000,충청북도 괴산군
화양구곡 관광안내소,우암송시열유적지,충청북도,괴산군,화양구곡의 절경과 계곡에 산재된 우암송시열 유적지 관광안내,,"토,일,법정휴일",09:00,18:00,10:00,17:00,1,N,N,N,N,043-832-0186,충청북도 괴산군 청천면 화양동길 188,충청북도 괴산군 청천면 화양리 393-2,충청북도 괴산군청,http://www.goesan.go.kr,36.66897754,127.8110974,2020-02-27,4460000,충청북도 괴산군
대구관광정보센터,두류공원 내,대구광역시,달서구,"대구관광정보센터는 시민에게 유익한 국내외 관광정보를 제공하고, 대구·경북 지역의 관광 자원을 세계에 홍보할 목적으로 건립되었다. 연중무휴로 운영되며, 영어, 일어, 중국어 통역 안내원이 상시 배치되어 대구를 찾아온 내, 외국인들에게 교통편, 숙박시설 등 다양한 관광 정보를 제공한다.",외국어 안내+숙박안내+쇼핑안내+특산품 판매,연중무휴,09:00,18:00,09:00,18:00,7,Y,Y,Y,영어+일본어+중국어,053-627-8986,대구광역시 달서구 공원순환로 46,대구광역시 달서구 두류동 588,대구광역시관광협회,http://www.daegutour.or.kr/,35.85086313,128.5576665,2020-12-30,6270000,대구광역시
이월드 관광안내소,이월드 정문동 우측,대구광역시,달서구,이월드 관광안내소는 이월드 정문 우측에 위치하고 있다. 각종 축제의 중심인 두류공원 인근에 위치하고 있어 대구를 찾는 내외국인에게 대구의 관광안내 및 관광정보를 제공하고 있다.,통역 서비스,연중무휴,10:00,19:00,10:00,19:00,3,Y,Y,Y,영어+중국어,053-621-6046,대구광역시 달서구 두류공원로 200,대구광역시 달서구 두류동 산302-11,대구광역시관광협회,http://www.daegutravel.or.kr/,35.85485417,128.5648201,2020-12-30,6270000,대구광역시
엑스코 관광안내소,대구전시컨벤션센터(신관 1층),대구광역시,북구,엑스코의 각종 행사에 참석하는 내외국인에게 대구의 관광안내 및 관광정보를 제공하고 있다.,통역 서비스,연중무휴,09:00,18:00,09:00,18:00,2,Y, , ,영어,053-601-5237,대구광역시 북구 엑스코로 10,대구광역시 북구 산격동 1676,대구광역시관광협회,http://www.daegutravel.or.kr/,35.9070695,128.6130836,2020-12-30,6270000,대구광역시
삼일교관광안내소,삼일교,서울특별시,종로구,삼일교를 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",09:00,20:00,09:00,20:00,4,Y,Y,Y,영어+중국어+일본어,02-720-0872,"서울특별시 종로구 청계천로 85, 삼일빌딩 앞 보도","서울특별시 종로구 관철동 10-2, 삼일빌딩 앞 보도",서울특별시,없음,37.5686145,126.9871527,2020-10-16,6110000,서울특별시
삼청로 관광안내소,삼청로,서울특별시,종로구,삼청로를 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",10:00,19:00,10:00,19:00,4,Y,Y,Y,영어+중국어+일본어,02-723-9472,"서울특별시 종로구 삼청로 68, 안송빌딩 1층","서울특별시 종로구 화동 61, 안송빌딩 1층",서울특별시,없음,37.5815256,126.9813135,2020-10-16,6110000,서울특별시
시민청안내소,서울특별시청 시민청,서울특별시,중구,시민청을 찾는 관광객들에게 서울특별시 관광정보 제공,,"1월 1일, 추석, 설날 당일",10:00,19:00,10:00,19:00,3,Y,Y, ,영어+일본어,02-739-7755,"서울특별시 중구 세종대로 110, 서울특별시청B1","서울특별시 중구 태평로1가 31, 서울특별시청B1",서울특별시,없음,37.5663797,126.9778291740,2020-10-16,6110000,서울특별시
신촌역사관광안내소,(구)신촌역사,서울특별시,서대문구,신촌역사를 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",10:00,19:00,10:00,19:00,2, ,Y,Y,중국어+일본어,02-363-7833,"서울특별시 서대문구 신촌역로 30, 신촌역사 내","서울특별시 서대문구 신촌동 74-12, 신촌역사 내",서울특별시,없음,37.5598311,126.9423869793,2020-10-16,6110000,서울특별시
이태원역관광안내소(지상),이태원 해밀턴호텔 앞,서울특별시,용산구,이태원을 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",09:00,20:00,09:00,20:00,3,Y,Y,Y,영어+중국어+일본어,02-749-9221,"서울특별시 용산구 이태원로 지하 177, 해밀턴호텔 앞","서울특별시 용산구 이태원동 119-23, 해밀턴호텔 앞",서울특별시,없음,37.5344832775,126.9937216555,2020-10-16,6110000,서울특별시
이태원역사 종합관광안내소,이태원역사,서울특별시,용산구,이태원을 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",09:00,20:00,09:00,20:00,4,Y,Y,Y,영어+중국어+일본어,02-3785-0942,"서울특별시 용산구 이태원로 지하 177, 이태원역사 내","서울특별시 용산구 이태원동 119-23, 6호선 이태원역사 내",서울특별시,없음,37.5344832775,126.9937216555,2020-10-16,6110000,서울특별시
동대구역 관광안내소,동대구역 광장,대구광역시,동구,동대구역 관광안내소는 동대구역 광장 내에 위치하고 있다. 관광·교통·음식·쇼핑 및 숙박시설 안내 뿐 아니라 통역 서비스가 가능하다.,통역 서비스,연중무휴,09:00,19:00,09:00,19:00,5,Y,Y,Y,영어+일본어+중국어,053-939-0080,대구광역시 동구 동대구로 550,대구광역시 동구 신암동 294,대구광역시관광협회,http://www.daegutravel.or.kr/,35.87943775,128.6287185,2020-12-30,6270000,대구광역시
대구역 관광안내소,대구역 광장,대구광역시,북구,대구역 관광안내소는 대구의 관문인 대구역 광장에 위치해 있으며 대구를 찾는 내외국인에게 대구의 관광안내 및 관광정보를 제공하고 있다.,외국어 안내,연중무휴,09:00,18:00,09:00,18:00,1, ,Y, ,영어+일본어,053-660-1432,대구광역시 북구 태평로 161,대구광역시 북구 칠성동2가 302-155,대구광역시관광협회,http://www.daegutravel.or.kr/,35.8758942,128.5961298,2020-12-30,6270000,대구광역시
대구공항 관광안내소,대구국제공항 청사내,대구광역시,동구,"대구공항 관광안내소는 대구국제공항 청사 1층에 위치하고 있으며, 대구·경북의 다양한 관광정보를 국내외 관광객에게 제공한다.",통역 서비스,연중무휴,09:00,19:00,09:00,19:00,5,Y,Y,Y,영어+일본어+중국어,053-984-1994,대구광역시 동구 공항로 221,대구광역시 동구 지저동 400-5,대구광역시관광협회,http://www.daegutravel.or.kr/,35.89910868,128.6392615,2020-12-30,6270000,대구광역시
동성로 관광안내소,(구)중앙파출소 장소,대구광역시,중구,시내중심가인 동성로에 위치한 동성로 관광안내소는 2002년 6월 1일 개소하여 도심 관광객들에게 관광·쇼핑·교통·숙박 정보와 외국어 통역서비스를 제공하고 있다.,통역 서비스+숙박안내+쇼핑안내+교통안내,연중무휴,10:00,19:00,10:00,19:00,6,Y,Y,Y,영어+일본어+중국어,053-252-2696,대구광역시 중구 중앙대로 382,대구광역시 중구 동성로3가 56-3,대구광역시관광협회,http://www.daegutravel.or.kr/,35.8669816788,128.5937186931,2020-12-30,6270000,대구광역시
울산관광안내소,롯데백화점광장 내,울산광역시,남구,롯데백화점광장 내에 위치해있고 국내/외 관광객에 대한 관광정보 제공,관광 및 시정홍보물+각종 자료 제공,연중무휴,09:00,18:00,09:00,18:00,2,Y,Y,Y,,052-229-6901,울산광역시 남구 삼산로 288,울산광역시 남구 삼산동 1480-1,울산광역시청,,35.53892403,129.3387521,2020-10-31,3700000,울산광역시 남구
